Project Name,Package Name,Type Name,Code Smell
Assignment-1,forge.gui.framework,InvalidLayoutFileException,Unnecessary Abstraction
Assignment-1,forge.gui.framework,InvalidLayoutFileException,Unutilized Abstraction
Assignment-1,forge.gui.framework,IVDoc,Cyclic-Dependent Modularization
Assignment-1,forge.gui.framework,VEmptyDoc,Unutilized Abstraction
Assignment-1,forge.gui.framework,DragCell,Unutilized Abstraction
Assignment-1,forge.gui.framework,DragCell,Cyclic-Dependent Modularization
Assignment-1,forge.gui.framework,DragCell,Insufficient Modularization
Assignment-1,forge.gui.framework,DragHandle,Unutilized Abstraction
Assignment-1,forge.view,PreviewPanel,Unutilized Abstraction
Assignment-1,forge.view,FDialog,Insufficient Modularization
Assignment-1,forge.view,FNavigationBar,Cyclic-Dependent Modularization
Assignment-1,forge.view,FNavigationBar,Insufficient Modularization
Assignment-1,forge.view,NavigationTab,Cyclic-Dependent Modularization
Assignment-1,forge.view,CloseButton,Cyclic-Dependent Modularization
Assignment-1,forge.view,FTitleBarBase,Unexploited Encapsulation
Assignment-1,forge.view,FTitleBarBase,Missing Hierarchy
Assignment-1,forge.view,FTitleBarBase,Cyclic-Dependent Modularization
Assignment-1,forge.view,FTitleBarBase,Insufficient Modularization
Assignment-1,forge.view,TitleBarButton,Cyclic-Dependent Modularization
Assignment-1,forge.view,LockTitleBarButton,Cyclic-Dependent Modularization
Assignment-1,forge.view,MinimizeButton,Cyclic-Dependent Modularization
Assignment-1,forge.view,FullScreenButton,Cyclic-Dependent Modularization
Assignment-1,forge.view,MaximizeButton,Cyclic-Dependent Modularization
Assignment-1,forge.view,CloseButton,Unutilized Abstraction
Assignment-1,forge.view,UpdaterButton,Cyclic-Dependent Modularization
Assignment-1,forge.view,Main,Unutilized Abstraction
Assignment-1,forge.view,FFrame,Cyclic-Dependent Modularization
Assignment-1,forge.view,FFrame,Insufficient Modularization
Assignment-1,forge.view.arcane.util,CardPanelMouseListener,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane.util,CardPanelMouseAdapter,Unutilized Abstraction
Assignment-1,forge.view.arcane.util,Animation,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,PlayArea,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,PlayArea,Insufficient Modularization
Assignment-1,forge.view.arcane,CardStackRow,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,CardStack,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,HandArea,Broken Hierarchy
Assignment-1,forge.view.arcane,HandArea,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,ListCardArea,Unutilized Abstraction
Assignment-1,forge.view.arcane,ListCardArea,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,CardPanel,Deficient Encapsulation
Assignment-1,forge.view.arcane,CardPanel,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,CardPanel,Insufficient Modularization
Assignment-1,forge.view.arcane,CardPanel,Hub-like Modularization
Assignment-1,forge.view.arcane,CardPanelContainer,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,CardPanelContainer,Insufficient Modularization
Assignment-1,forge.view.arcane,FloatingZone,Unutilized Abstraction
Assignment-1,forge.view.arcane,FloatingZone,Broken Hierarchy
Assignment-1,forge.view.arcane,FloatingZone,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,MiscCardPanel,Cyclic-Dependent Modularization
Assignment-1,forge.view.arcane,FloatingCardArea,Unutilized Abstraction
Assignment-1,forge.view.arcane,CardArea,Deficient Encapsulation
Assignment-1,forge.menus,HelpMenu,Cyclic-Dependent Modularization
Assignment-1,forge.menus,MenuUtil,Cyclic-Dependent Modularization
Assignment-1,forge.menus,LayoutMenu,Cyclic-Dependent Modularization
Assignment-1,forge.menus,ForgeMenu,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.filters,CardRatingFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardRatingFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardPowerFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardPowerFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardFormatFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardFoilFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardFoilFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,DeckFormatFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,ValueRangeFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,AdvancedSearchFilter,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.filters,AdvancedSearchFilter,Insufficient Modularization
Assignment-1,forge.itemmanager.filters,EditDialog,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.filters,Filter,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.filters,DeckFolderFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,ListLabelFilter,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.filters,CardColorFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardColorFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,FormatFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardTypeFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardTypeFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardToughnessFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardToughnessFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,StatTypeFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,StatTypeFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,ToggleButtonsFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,DeckColorFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardCMCFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardCMCFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardCMCRangeFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardCMCRangeFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,ItemFilter,Deficient Encapsulation
Assignment-1,forge.itemmanager.filters,ItemFilter,Wide Hierarchy
Assignment-1,forge.itemmanager.filters,ItemFilter,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.filters,ItemFilter,Insufficient Modularization
Assignment-1,forge.itemmanager.filters,FilterPanel,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.filters,RemoveButton,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.filters,CardColorlessCostFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardColorlessCostFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,DeckStatTypeFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,DeckStatTypeFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,TextSearchFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardPowerFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardPowerFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardFormatFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardFormatFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,DeckFormatFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,DeckFormatFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardSearchFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,ValueRangeFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,AdvancedSearchFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,AdvancedSearchFilter,Insufficient Modularization
Assignment-1,forge.itemmanager.filters,Filter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,DeckFolderFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,DeckFolderFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,ArchivedFormatSelect,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,FormatRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,ListLabelFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,ListLabelFilter,Deficient Encapsulation
Assignment-1,forge.itemmanager.filters,CardColorFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardColorFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,FormatFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,MultiSetSelect,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,SetRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardTypeFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardTypeFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardToughnessFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardToughnessFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,StatTypeFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,StatTypeFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,ToggleButtonsFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,DeckColorFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,DeckColorFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,CardCMCFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardCMCFilter,Broken Hierarchy
Assignment-1,forge.itemmanager.filters,ComboBoxFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,ItemFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,ItemFilter,Deficient Encapsulation
Assignment-1,forge.itemmanager.filters,Widget,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardRarityFilter,Unutilized Abstraction
Assignment-1,forge.itemmanager.filters,CardRarityFilter,Broken Hierarchy
Assignment-1,forge.itemmanager,DeckManager,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager,DeckActionsRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager,ItemManager,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager,ItemManager,Insufficient Modularization
Assignment-1,forge.itemmanager,CardManager,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager,SpellShopManager,Broken Hierarchy
Assignment-1,forge.itemmanager,SpellShopManager,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager,DeckManager,Unutilized Abstraction
Assignment-1,forge.itemmanager,ItemManager,Unutilized Abstraction
Assignment-1,forge.itemmanager,ItemManager,Insufficient Modularization
Assignment-1,forge.itemmanager,ItemRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager,ContextMenuBuilder,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager,CardManager,Unutilized Abstraction
Assignment-1,forge.itemmanager,SpellShopManager,Unutilized Abstraction
Assignment-1,forge.itemmanager,SpellShopManager,Broken Hierarchy
Assignment-1,forge.itemmanager,Prop,Unutilized Abstraction
Assignment-1,forge.itemmanager,AdvancedSearch,Deficient Encapsulation
Assignment-1,forge.itemmanager,AdvancedSearch,Insufficient Modularization
Assignment-1,forge.itemmanager,BooleanEvaluator,Unutilized Abstraction
Assignment-1,forge.itemmanager,BooleanEvaluator,Broken Hierarchy
Assignment-1,forge.itemmanager,NumericEvaluator,Unutilized Abstraction
Assignment-1,forge.itemmanager,NumericEvaluator,Broken Hierarchy
Assignment-1,forge.itemmanager,StringEvaluator,Unutilized Abstraction
Assignment-1,forge.itemmanager,StringEvaluator,Broken Hierarchy
Assignment-1,forge.itemmanager,CustomListEvaluator,Unutilized Abstraction
Assignment-1,forge.itemmanager,CustomListEvaluator,Broken Hierarchy
Assignment-1,forge.itemmanager,ColorEvaluator,Unutilized Abstraction
Assignment-1,forge.itemmanager,ColorEvaluator,Broken Hierarchy
Assignment-1,forge.itemmanager,DeckContentEvaluator,Unutilized Abstraction
Assignment-1,forge.itemmanager,DeckContentEvaluator,Broken Hierarchy
Assignment-1,forge.itemmanager,Model,Unutilized Abstraction
Assignment-1,forge.itemmanager,ItemTextPredicate,Unutilized Abstraction
Assignment-1,forge.itemmanager,IItemManager,Insufficient Modularization
Assignment-1,forge.itemmanager,ItemColumnConfig,Insufficient Modularization
Assignment-1,forge.itemmanager,MyComparator,Unutilized Abstraction
Assignment-1,forge.itemmanager,SItemManagerUtil,Deficient Encapsulation
Assignment-1,forge.itemmanager.views,IntegerRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemTableColumn,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,ItemTableColumn,Insufficient Modularization
Assignment-1,forge.itemmanager.views,DeckAIRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemView,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,ItemView,Insufficient Modularization
Assignment-1,forge.itemmanager.views,IncrementalSearch,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,ImageView,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,ImageView,Insufficient Modularization
Assignment-1,forge.itemmanager.views,DisplayArea,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,Group,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,Group,Broken Hierarchy
Assignment-1,forge.itemmanager.views,Pile,Unnecessary Abstraction
Assignment-1,forge.itemmanager.views,Pile,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemInfo,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemInfo,Broken Hierarchy
Assignment-1,forge.itemmanager.views,CardViewDisplay,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,ItemListView,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,ItemListView,Insufficient Modularization
Assignment-1,forge.itemmanager.views,ItemTable,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,ItemTableModel,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,DeckQuantityRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,DeckQuantityRenderer,Broken Hierarchy
Assignment-1,forge.itemmanager.views,ItemCellRenderer,Cyclic-Dependent Modularization
Assignment-1,forge.itemmanager.views,SetCodeRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,DeckStarRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,AttractionLightRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ManaCostRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ColorSetRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,StarRenderer,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemView,Multifaceted Abstraction
Assignment-1,forge.itemmanager.views,ItemView,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemView,Insufficient Modularization
Assignment-1,forge.itemmanager.views,ImageView,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ImageView,Insufficient Modularization
Assignment-1,forge.itemmanager.views,ExpandCollapseButton,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,Group,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,Pile,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemInfo,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemListView,Unutilized Abstraction
Assignment-1,forge.itemmanager.views,ItemListView,Insufficient Modularization
Assignment-1,forge.sound,AudioMusic,Unutilized Abstraction
Assignment-1,forge.sound,AltSoundSystem,Unutilized Abstraction
Assignment-1,forge.sound,AudioClip,Cyclic-Dependent Modularization
Assignment-1,forge.sound,ClipWrapper,Cyclic-Dependent Modularization
Assignment-1,forge.sound,AudioMusic,Unutilized Abstraction
Assignment-1,forge.sound,AudioClip,Unutilized Abstraction
Assignment-1,forge.sound,SoundSystem,Deficient Encapsulation
Assignment-1,forge.sound,SoundSystem,Cyclic-Dependent Modularization
Assignment-1,forge.sound,SoundSystem,Insufficient Modularization
Assignment-1,forge.sound,EventVisualizer,Cyclic-Dependent Modularization
Assignment-1,forge.sound,EventVisualizer,Insufficient Modularization
Assignment-1,forge.sound,NoSoundClip,Unutilized Abstraction
Assignment-1,forge.error,_ActivateSentry,Unutilized Abstraction
Assignment-1,forge.error,_Report,Unutilized Abstraction
Assignment-1,forge.error,_SaveAction,Unutilized Abstraction
Assignment-1,forge.error,_ExitAction,Unutilized Abstraction
Assignment-1,forge.error,BugReportDialog,Unutilized Abstraction
Assignment-1,forge.control,KeyboardShortcuts,Cyclic-Dependent Modularization
Assignment-1,forge.control,KeyboardShortcuts,Insufficient Modularization
Assignment-1,forge.adventure,Main,Unutilized Abstraction
Assignment-1,forge.adventure.editor,DialogEditor,Deficient Encapsulation
Assignment-1,forge.adventure.editor,QuestTextDocumentListener,Unutilized Abstraction
Assignment-1,forge.adventure.editor,BiomeStructureEdit,Deficient Encapsulation
Assignment-1,forge.adventure.editor,BiomeStructureEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,QuestController,Deficient Encapsulation
Assignment-1,forge.adventure.editor,EditorMainWindow,Deficient Encapsulation
Assignment-1,forge.adventure.editor,EditorMainWindow,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.editor,ErrorDialog,Unutilized Abstraction
Assignment-1,forge.adventure.editor,BiomeEdit,Deficient Encapsulation
Assignment-1,forge.adventure.editor,BiomeEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,BiomeEdit,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.editor,RewardDataRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,FormPanel,Wide Hierarchy
Assignment-1,forge.adventure.editor,EnemyEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,DialogDataRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,EnemyDataRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,QuestStageEdit,Deficient Encapsulation
Assignment-1,forge.adventure.editor,QuestStageEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,StructureEditor,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.editor,StructureDataRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,QuestDataRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,DialogEdit,Deficient Encapsulation
Assignment-1,forge.adventure.editor,DialogEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,DocumentChangeListener,Unutilized Abstraction
Assignment-1,forge.adventure.editor,WorldEditor,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.editor,BiomeDataRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,PointOfInterestRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,TerrainDataRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,RewardEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,QuestEdit,Deficient Encapsulation
Assignment-1,forge.adventure.editor,QuestEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,QuestStageRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,BiomeStructureDataMappingEditor,Deficient Encapsulation
Assignment-1,forge.adventure.editor,BiomeStructureDataMappingRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,BiomeStructureDataMappingEdit,Deficient Encapsulation
Assignment-1,forge.adventure.editor,BiomeStructureDataMappingEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,DialogOptionEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,BiomeTerrainEdit,Deficient Encapsulation
Assignment-1,forge.adventure.editor,BiomeTerrainEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,ActionEdit,Broken Hierarchy
Assignment-1,forge.adventure.editor,RewardDataRenderer,Unutilized Abstraction
Assignment-1,forge.adventure.editor,ItemDataRenderer,Unutilized Abstraction
Assignment-1,forge.animation,GifDecoder,Deficient Encapsulation
Assignment-1,forge.animation,GifDecoder,Insufficient Modularization
Assignment-1,forge.animation,GifFrame,Unutilized Abstraction
Assignment-1,forge.animation,GifFrame,Deficient Encapsulation
Assignment-1,forge.animation,ForgeAnimation,Cyclic-Dependent Modularization
Assignment-1,forge.animation,ForgeTransition,Broken Hierarchy
Assignment-1,forge.animation,GifAnimation,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.pointofintrest,PointOfInterest,Deficient Encapsulation
Assignment-1,forge.adventure.pointofintrest,PointOfInterest,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.pointofintrest,PointOfInterestChanges,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.pointofintrest,PointOfInterestChanges,Insufficient Modularization
Assignment-1,forge.adventure.pointofintrest,Map,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.pointofintrest,PointOfInterestMap,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,SaveFileContent,Unutilized Abstraction
Assignment-1,forge.adventure.util,RewardActor,Unutilized Abstraction
Assignment-1,forge.adventure.util,RewardActor,Deficient Encapsulation
Assignment-1,forge.adventure.util,RewardActor,Insufficient Modularization
Assignment-1,forge.adventure.util,ComplexTooltip,Unutilized Abstraction
Assignment-1,forge.adventure.util,ImageToolTip,Unutilized Abstraction
Assignment-1,forge.adventure.util,HoldTooltip,Unutilized Abstraction
Assignment-1,forge.adventure.util,RewardImage,Unutilized Abstraction
Assignment-1,forge.adventure.util,CardUtil,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,CardUtil,Insufficient Modularization
Assignment-1,forge.adventure.util,CardPredicate,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,TemplateTmxMapLoader,Unutilized Abstraction
Assignment-1,forge.adventure.util,Current,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,Paths,Deficient Encapsulation
Assignment-1,forge.adventure.util,Paths,Broken Modularization
Assignment-1,forge.adventure.util,AdventureQuestController,Deficient Encapsulation
Assignment-1,forge.adventure.util,AdventureQuestController,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,AdventureQuestController,Insufficient Modularization
Assignment-1,forge.adventure.util,DistanceSort,Unutilized Abstraction
Assignment-1,forge.adventure.util,UIActor,Deficient Encapsulation
Assignment-1,forge.adventure.util,UIActor,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,UIActor,Insufficient Modularization
Assignment-1,forge.adventure.util,KeyHintLabel,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,MapDialog,Deficient Encapsulation
Assignment-1,forge.adventure.util,MapDialog,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,MapDialog,Insufficient Modularization
Assignment-1,forge.adventure.util,AdventureQuestEvent,Deficient Encapsulation
Assignment-1,forge.adventure.util,AdventureQuestEvent,Broken Modularization
Assignment-1,forge.adventure.util,AdventureQuestEvent,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,KeyBoardDialog,Unutilized Abstraction
Assignment-1,forge.adventure.util,KeyBoardDialog,Deficient Encapsulation
Assignment-1,forge.adventure.util,Selector,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,Config,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,Config,Insufficient Modularization
Assignment-1,forge.adventure.util,Reward,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,Controls,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,Controls,Insufficient Modularization
Assignment-1,forge.adventure.util,LabelFix,Unutilized Abstraction
Assignment-1,forge.adventure.util,TextButtonFix,Unutilized Abstraction
Assignment-1,forge.adventure.util,TypingButtonFix,Unutilized Abstraction
Assignment-1,forge.adventure.util,AccountingLabel,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,AccountingLabelUpdater,Unutilized Abstraction
Assignment-1,forge.adventure.util,AdventureEventController,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,NavArrowActor,Unutilized Abstraction
Assignment-1,forge.adventure.util,NavArrowActor,Deficient Encapsulation
Assignment-1,forge.adventure.util,SaveFileData,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util,SaveFileData,Insufficient Modularization
Assignment-1,forge.adventure.util,DecompressibleInputStream,Unutilized Abstraction
Assignment-1,forge.adventure.util.pathfinding,ProgressableGraphPath,Deficient Encapsulation
Assignment-1,forge.adventure.util.pathfinding,NavigationVertex,Deficient Encapsulation
Assignment-1,forge.adventure.util.pathfinding,MovementBehavior,Deficient Encapsulation
Assignment-1,forge.adventure.util.pathfinding,MovementBehavior,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.util.pathfinding,NavigationMap,Unutilized Abstraction
Assignment-1,forge.adventure.util.pathfinding,NavigationMap,Deficient Encapsulation
Assignment-1,forge.adventure.util.pathfinding,Box2dRaycastCollisionDetector,Deficient Encapsulation
Assignment-1,forge.adventure.util.pathfinding,Box2dRaycastCallback,Deficient Encapsulation
Assignment-1,forge.adventure.util.pathfinding,NavigationGraph,Insufficient Modularization
Assignment-1,forge.adventure.character,DialogActor,Unutilized Abstraction
Assignment-1,forge.adventure.character,DialogActor,Deficient Encapsulation
Assignment-1,forge.adventure.character,EntryActor,Unutilized Abstraction
Assignment-1,forge.adventure.character,EntryActor,Broken Hierarchy
Assignment-1,forge.adventure.character,EnemySprite,Deficient Encapsulation
Assignment-1,forge.adventure.character,EnemySprite,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.character,EnemySprite,Insufficient Modularization
Assignment-1,forge.adventure.character,PortalActor,Unutilized Abstraction
Assignment-1,forge.adventure.character,QuestActor,Unutilized Abstraction
Assignment-1,forge.adventure.character,OnCollide,Unutilized Abstraction
Assignment-1,forge.adventure.character,OnCollide,Broken Hierarchy
Assignment-1,forge.adventure.character,CharacterSprite,Deficient Encapsulation
Assignment-1,forge.adventure.character,CharacterSprite,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.character,PlayerSprite,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.character,ShopActor,Broken Hierarchy
Assignment-1,forge.adventure.character,ShopActor,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.character,DummySprite,Unutilized Abstraction
Assignment-1,forge.adventure.character,DummySprite,Deficient Encapsulation
Assignment-1,forge.adventure.character,RewardSprite,Unutilized Abstraction
Assignment-1,forge.adventure.character,RewardSprite,Broken Hierarchy
Assignment-1,forge.adventure.character,TextureSprite,Unutilized Abstraction
Assignment-1,forge.adventure.character,MapActor,Deficient Encapsulation
Assignment-1,forge.adventure.character,MapActor,Insufficient Modularization
Assignment-1,forge.adventure.character,CurrentEffect,Deficient Encapsulation
Assignment-1,forge.adventure.world,WorldSaveHeader,Deficient Encapsulation
Assignment-1,forge.adventure.world,WorldSaveHeader,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.world,SimpleTiledModel,Unutilized Abstraction
Assignment-1,forge.adventure.world,World,Deficient Encapsulation
Assignment-1,forge.adventure.world,World,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.world,World,Insufficient Modularization
Assignment-1,forge.adventure.world,DrawingInformation,Unutilized Abstraction
Assignment-1,forge.adventure.world,DrawInfo,Broken Modularization
Assignment-1,forge.adventure.world,OpenSimplexNoise,Insufficient Modularization
Assignment-1,forge.adventure.world,BiomeSprites,Deficient Encapsulation
Assignment-1,forge.adventure.world,BiomeSprites,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.world,SpritesDataMap,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.world,BiomeSpriteDataMap,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.world,BiomeTexture,Deficient Encapsulation
Assignment-1,forge.adventure.world,BiomeTexture,Cyclic-Dependent Modularization
Assignment-1,forge.adventure.world,WorldSave,Deficient Encapsulation
